Date,Open,High,Low,Close,Adj Close,Volume
2000-06-19,1.242545,1.242545,1.242545,1.242545,0.718352,0
2000-06-20,1.242545,1.242545,1.242545,1.242545,0.718352,3138
2000-06-21,1.242545,1.242545,1.242545,1.242545,0.718352,0
2000-06-22,1.242545,1.242545,1.242545,1.242545,0.718352,0
2000-06-23,1.242545,1.242545,1.242545,1.242545,0.718352,0
2000-06-26,1.239359,1.338125,1.239359,1.338125,0.773609,160074
2000-06-27,1.338125,1.338125,1.338125,1.338125,0.773609,0
2000-06-28,1.303079,1.334939,1.303079,1.334939,0.771767,1619579
2000-06-29,1.334939,1.334939,1.334939,1.334939,0.771767,0
2000-06-30,1.334939,1.433705,1.334939,1.433705,0.828866,1286874
2000-07-03,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-04,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-05,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-06,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-07,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-10,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-11,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-12,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-13,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-14,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-17,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-18,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-19,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-20,1.433705,1.433705,1.433705,1.433705,0.828866,0
2000-07-21,1.274405,1.274405,1.274405,1.274405,0.736770,3138719
2000-07-24,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-07-25,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-07-26,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-07-27,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-07-28,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-07-31,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-01,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-02,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-03,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-04,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-07,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-08,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-09,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-10,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-11,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-14,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-15,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-16,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-17,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-18,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-21,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-22,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-23,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-24,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-25,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-28,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-29,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-08-30,1.274405,1.274405,1.274405,1.274405,0.736770,3138
2000-08-31,1.322195,1.322195,1.322195,1.322195,0.764399,3138
2000-09-01,1.338125,1.338125,1.338125,1.338125,0.773609,3138
2000-09-04,1.338125,1.338125,1.338125,1.338125,0.773609,0
2000-09-05,1.369985,1.369985,1.369985,1.369985,0.792028,156935
2000-09-06,1.369985,1.369985,1.369985,1.369985,0.792028,0
2000-09-07,1.369985,1.369985,1.369985,1.369985,0.792028,0
2000-09-08,1.369985,1.369985,1.369985,1.369985,0.792028,0
2000-09-11,1.274405,1.274405,1.274405,1.274405,0.736770,7558035
2000-09-12,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-09-13,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-09-14,1.338125,1.338125,1.338125,1.338125,0.773609,3138
2000-09-15,1.338125,1.338125,1.338125,1.338125,0.773609,0
2000-09-18,1.328567,1.328567,1.325381,1.325381,0.766241,47080
2000-09-19,1.325381,1.325381,1.325381,1.325381,0.766241,0
2000-09-20,1.325381,1.325381,1.325381,1.325381,0.766241,0
2000-09-21,1.325381,1.325381,1.325381,1.325381,0.766241,0
2000-09-22,1.325381,1.325381,1.325381,1.325381,0.766241,0
2000-09-25,1.325381,1.325381,1.325381,1.325381,0.766241,0
2000-09-26,1.306265,1.306265,1.306265,1.306265,0.755190,22909511
2000-09-27,1.268033,1.306265,1.242545,1.306265,0.755190,326426
2000-09-28,1.274405,1.306265,1.274405,1.306265,0.755190,204016
2000-09-29,1.306265,1.306265,1.306265,1.306265,0.755190,0
2000-10-02,1.303079,1.303079,1.303079,1.303079,0.753348,558692
2000-10-03,1.303079,1.303079,1.303079,1.303079,0.753348,0
2000-10-04,1.274405,1.274405,1.274405,1.274405,0.736770,3214048
2000-10-05,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-06,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-09,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-10,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-11,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-12,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-13,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-16,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-17,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-18,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-19,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-20,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-23,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-24,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-25,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-26,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-27,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-30,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-10-31,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-01,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-02,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-03,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-06,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-07,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-08,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-09,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-10,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-13,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-14,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-15,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-16,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-17,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-20,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-21,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-22,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-23,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-24,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-27,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-28,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-29,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-11-30,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-12-01,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-12-04,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-12-05,1.268033,1.268033,1.268033,1.268033,0.733087,9416
2000-12-06,1.268033,1.268033,1.268033,1.268033,0.733087,0
2000-12-07,1.268033,1.268033,1.268033,1.268033,0.733087,15693
2000-12-08,1.268033,1.268033,1.268033,1.268033,0.733087,0
2000-12-11,1.268033,1.268033,1.268033,1.268033,0.733087,0
2000-12-12,1.268033,1.268033,1.268033,1.268033,0.733087,0
2000-12-13,1.242545,1.242545,1.242545,1.242545,0.718352,627743
2000-12-14,1.242545,1.242545,1.242545,1.242545,0.718352,0
2000-12-15,1.242545,1.242545,1.242545,1.242545,0.718352,0
2000-12-18,1.242545,1.242545,1.242545,1.242545,0.718352,0
2000-12-19,1.274405,1.274405,1.274405,1.274405,0.736770,3138
2000-12-20,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-12-21,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-12-22,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-12-25,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-12-26,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-12-27,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-12-28,1.274405,1.274405,1.274405,1.274405,0.736770,0
2000-12-29,1.274405,1.274405,1.274405,1.274405,0.736770,0
2001-01-01,1.274405,1.274405,1.274405,1.274405,0.736770,0
2001-01-02,1.274405,1.274405,1.274405,1.274405,0.736770,0
2001-01-03,1.274405,1.274405,1.274405,1.274405,0.736770,0
2001-01-04,1.274405,1.274405,1.274405,1.274405,0.736770,0
2001-01-05,1.274405,1.274405,1.274405,1.274405,0.736770,0
2001-01-08,1.268033,1.268033,1.268033,1.268033,0.733087,784679
2001-01-09,1.268033,1.268033,1.268033,1.268033,0.733087,0
2001-01-10,1.268033,1.268033,1.268033,1.268033,0.733087,0
2001-01-11,1.268033,1.268033,1.268033,1.268033,0.733087,0
2001-01-12,1.268033,1.268033,1.268033,1.268033,0.733087,0
2001-01-15,1.268033,1.268033,1.268033,1.268033,0.733087,0
2001-01-16,1.268033,1.268033,1.268033,1.268033,0.733087,0
2001-01-17,1.268033,1.268033,1.268033,1.268033,0.733087,0
2001-01-18,1.268033,1.268033,1.268033,1.268033,0.733087,0
2001-01-19,1.255289,1.255289,1.255289,1.255289,0.725719,62774
2001-01-22,1.258475,1.261661,1.067314,1.261661,0.729403,223476
2001-01-23,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-01-24,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-01-25,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-01-26,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-01-29,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-01-30,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-01-31,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-01,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-02,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-05,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-06,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-07,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-08,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-09,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-12,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-13,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-14,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-15,1.118290,1.261661,1.118290,1.261661,0.729403,5021
2001-02-16,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-19,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-20,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-21,1.261661,1.261661,1.261661,1.261661,0.729403,0
2001-02-22,1.255289,1.255289,1.255289,1.255289,0.725719,296922
2001-02-23,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-02-26,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-02-27,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-02-28,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-01,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-02,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-05,1.258475,1.306265,1.258475,1.306265,0.755190,35153655
2001-03-06,1.258475,1.258475,1.255289,1.255289,0.725719,83176
2001-03-07,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-08,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-09,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-12,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-13,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-14,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-15,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-16,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-19,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-20,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-21,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-22,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-23,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-26,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-27,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-28,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-29,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-03-30,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-02,1.248917,1.255289,1.248917,1.255289,0.725719,34525
2001-04-03,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-04,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-05,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-06,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-09,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-10,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-11,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-12,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-13,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-16,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-17,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-18,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-19,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-20,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-23,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-24,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-25,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-26,1.255289,1.255289,1.255289,1.255289,0.725719,0
2001-04-27,1.207498,1.210684,1.207498,1.210684,0.699931,1569
2001-04-30,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-05-01,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-05-02,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-05-03,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-05-04,1.207498,1.207498,1.207498,1.207498,0.698090,279973
2001-05-07,1.207498,1.207498,1.207498,1.207498,0.698090,0
2001-05-08,1.207498,1.207498,1.207498,1.207498,0.698090,0
2001-05-09,1.207498,1.207498,1.207498,1.207498,0.698090,0
2001-05-10,1.207498,1.207498,1.207498,1.207498,0.698090,0
2001-05-11,1.207498,1.207498,1.207498,1.207498,0.698090,0
2001-05-14,1.210684,1.210684,1.210684,1.210684,0.699931,1346196
2001-05-15,1.210684,1.210684,1.210684,1.210684,0.699931,310733
2001-05-16,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-05-17,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-05-18,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-05-21,1.178824,1.178824,1.178824,1.178824,0.681512,16321
2001-05-22,1.178824,1.178824,1.178824,1.178824,0.681512,627
2001-05-23,1.146964,1.274405,1.146964,1.274405,0.736770,126804
2001-05-24,1.274405,1.274405,1.274405,1.274405,0.736770,0
2001-05-25,1.274405,1.274405,1.274405,1.274405,0.736770,0
2001-05-28,1.146964,1.146964,1.146964,1.146964,0.663093,92906
2001-05-29,1.146964,1.146964,1.146964,1.146964,0.663093,12554
2001-05-30,1.146964,1.146964,1.146964,1.146964,0.663093,0
2001-05-31,1.146964,1.146964,1.146964,1.146964,0.663093,0
2001-06-01,1.146964,1.146964,1.146964,1.146964,0.663093,0
2001-06-04,1.146964,1.146964,1.146964,1.146964,0.663093,0
2001-06-05,1.146964,1.146964,1.146964,1.146964,0.663093,0
2001-06-06,1.146964,1.146964,1.146964,1.146964,0.663093,0
2001-06-07,1.115104,1.115104,1.115104,1.115104,0.644674,313
2001-06-08,1.115104,1.115104,1.115104,1.115104,0.644674,0
2001-06-11,1.210684,1.210684,1.210684,1.210684,0.699931,941
2001-06-12,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-06-13,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-06-14,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-06-15,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-06-18,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-06-19,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-06-20,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-06-21,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-06-22,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-06-25,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-06-26,1.115104,1.115104,1.115104,1.115104,0.644674,23226
2001-06-27,1.115104,1.115104,1.115104,1.115104,0.644674,0
2001-06-28,1.115104,1.210684,1.115104,1.210684,0.699931,738697
2001-06-29,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-02,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-03,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-04,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-05,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-06,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-09,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-10,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-11,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-12,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-13,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-16,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-17,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-18,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-19,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-20,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-23,1.210684,1.210684,1.210684,1.210684,0.699931,0
2001-07-24,1.210684,1.210684,1.210684,1.210684,0.699931,313
